@relation 'letter-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R17-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-13'

@attribute -0.438width-0.427x-box-0.417onpix-0.4high-0.4y-box... numeric
@attribute 0.509y-bar+0.472x2ybr+0.457xegvy-0.33x-bar-0.309yegvx... numeric
@attribute -0.551y2bar+0.452x2bar-0.443xybar+0.431x-ege+0.169x2ybr... numeric
@attribute -0.496xy2br+0.416x-bar-0.394y2bar+0.317xybar-0.313x2bar... numeric
@attribute -0.619y-ege+0.455xy2br+0.358xybar+0.239y-box-0.233onpix... numeric
@attribute 0.665yegvx+0.414x-bar+0.287xybar+0.287xegvy+0.265y-bar... numeric
@attribute 0.527xy2br-0.522x2bar+0.351x-ege-0.279high-0.275y-box... numeric
@attribute 0.539x2bar+0.519xybar-0.29xegvy+0.288y-ege-0.248high... numeric
@attribute -0.657x-bar+0.414yegvx-0.291xegvy-0.263x2ybr+0.203y-bar... numeric
@attribute 0.542y2bar-0.35y-ege-0.316high+0.296width+0.289yegvx... numeric
@attribute 0.646xegvy-0.417y-bar-0.35x2ybr+0.275xybar-0.196y2bar... numeric
@attribute -0.581onpix+0.514x-box+0.314y-ege-0.264high+0.233y-box... numeric
@attribute class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}

@data
-0.097666,0.128084,-0.396943,1.599549,-0.750584,-0.519055,-0.988727,-0.127381,-0.206734,-0.096174,-0.514362,-0.448282,D
-3.471627,-0.55587,-1.212546,0.424874,0.170854,-0.238801,-0.175958,0.411592,1.101794,0.059639,-0.819151,0.533152,S
-4.043368,-1.411912,-0.782777,1.184854,0.270476,0.270481,0.130126,0.147481,0.752844,0.562028,-1.075865,-0.799759,H
0.077431,-0.27279,-1.912563,-4.367406,0.339105,-1.306674,1.498815,0.715558,-0.29325,-0.336162,0.611945,-0.027126,E
1.615023,0.600884,-2.218764,0.34485,-0.762214,-0.378604,0.758578,0.989268,-0.307872,0.219446,-0.25575,-0.176885,Z
-0.145457,0.047105,1.140494,0.152375,-0.166596,0.087979,-0.786155,0.477241,-0.283249,0.185843,-0.61225,0.034344,O
-0.270992,-0.333501,1.330019,-0.641588,0.110387,0.924465,0.456988,-0.163971,-0.618897,-1.432871,0.384586,-0.03936,Q
-1.590555,-1.551903,-0.015165,-1.149855,0.170718,-0.875823,-1.388094,-0.140364,-1.139272,0.843889,0.028031,-0.110146,Q
2.070061,-1.705043,0.784968,-1.311083,-0.2916,-3.732763,-1.235447,-3.233028,1.083827,0.684671,1.089229,-0.138649,L
4.032592,1.97227,1.740913,0.379454,0.384148,0.996957,0.74903,-0.244481,-0.612575,0.110549,-0.326432,0.350054,V
2.726832,-0.803069,-0.533341,-0.293153,-1.390141,0.025962,0.993592,0.109774,-0.355175,0.798377,-0.345641,0.439193,X
-4.928784,-0.250105,1.137779,-0.196534,-0.995349,0.534737,0.92051,-0.24188,0.386778,0.887909,0.756988,-1.41492,V
-3.804665,-1.624453,1.300143,2.499431,0.239444,-1.15234,2.124386,0.282092,0.478948,-0.83137,-1.14155,-1.083191,M
0.640033,3.221377,-1.507876,0.365196,-0.09407,-1.464856,0.643963,-0.002771,-0.236723,0.131869,0.317794,0.154447,Y
1.349901,-1.028645,-0.813575,1.334134,-0.482583,0.109434,-0.385265,0.195349,-0.376936,0.292799,0.132543,-0.639481,D
-0.299466,-0.77705,-0.425778,-0.999552,-0.650203,0.716225,0.038201,-0.413556,0.117434,0.495067,-0.781046,-0.712241,E
-0.467792,-0.716975,-0.447367,3.21884,-0.57274,-0.181168,-0.561699,-0.34132,-0.624561,1.083209,0.415387,-0.474707,N
-0.577082,-2.348959,-0.154181,1.492095,0.827512,-0.464613,-0.459713,-1.279114,-0.017631,-0.640343,0.575753,0.578315,A
1.500589,-0.067208,-0.061274,0.410223,-1.120257,-1.025806,-0.50635,0.466173,-0.289316,0.847629,-0.290372,-0.208855,D
-0.851481,-0.763717,0.144237,-0.192067,-1.765273,0.441667,-0.141683,0.725855,-0.56208,-1.399998,-0.014176,1.068931,Z
1.306046,1.331861,0.428155,0.897489,1.057146,-0.422517,0.90567,0.304808,0.960074,0.302905,-0.265054,-0.139101,N
-0.627602,-0.377751,0.028977,-0.17538,0.456224,-0.137773,-0.6604,-1.03816,-0.228105,-0.698351,-0.244991,0.628418,X
-1.833756,2.129417,-0.03679,1.122543,-0.487413,-0.339583,1.260333,-0.428894,-0.475293,-0.761868,0.900987,-0.953464,F
-0.163336,0.298063,0.997299,-0.691025,0.138116,-0.282734,0.557111,-1.464997,0.337384,0.979411,0.674943,1.281642,N
1.875941,-1.75214,0.7341,-1.771279,-0.446667,-4.106275,-1.408989,-3.080474,1.306459,0.893092,1.139984,-0.838122,L
0.313571,0.925022,-0.167705,1.722657,0.106109,-0.254728,0.559674,-0.072908,0.369435,0.916237,0.15927,-0.276102,N
2.781943,0.056025,-2.128832,0.08678,-0.750831,0.101612,0.834428,0.904061,-0.053477,0.111031,-0.04437,-0.143886,Z
-0.664868,1.768156,-0.174537,1.283427,-0.288515,-1.366778,0.007748,0.337327,-1.154079,0.104533,1.058248,1.089612,Y
4.994695,-0.418357,0.429573,0.500821,-0.000381,-0.17807,0.194228,-0.441063,-0.123049,-0.18196,-0.053802,-0.197446,I
-4.189658,3.644467,1.16291,0.83404,-0.326753,-0.461198,1.225095,-0.790158,0.313819,0.084526,1.670782,-0.671327,W
2.795874,0.7682,0.844615,-0.304009,-0.056387,0.401838,0.950531,0.312717,-0.320053,0.795543,-0.419404,-0.292752,U
-0.599712,-0.702233,0.145852,0.364845,-0.137071,0.562074,-0.984722,0.143625,0.197467,0.599833,0.910475,1.108537,O
1.964969,3.757014,-0.892295,1.179512,-0.729321,-0.519057,-0.47037,0.333165,-0.110678,0.288184,0.2046,-0.32478,T
0.059575,-0.767945,-0.101589,0.38767,-0.41757,-1.167998,0.695695,0.79204,-0.009328,-0.231788,0.178381,0.170084,O
-2.442315,1.245726,1.663819,1.340085,-1.241664,0.797582,-0.106318,-0.855093,-0.620281,-1.704811,0.527868,-1.46131,P
3.136828,1.585707,-0.628992,-0.762955,0.917402,0.12867,0.540897,1.163652,0.485178,-0.402022,0.655982,-0.330167,C
0.977569,0.054744,-0.190919,-1.465838,0.884902,1.017217,0.132801,0.165106,-0.333339,-0.012051,1.204397,-0.292572,G
-1.98208,-0.259088,1.394828,0.214325,-1.784357,1.210603,0.43809,-0.054199,-0.060647,-0.404482,0.568227,-0.601942,B
1.360028,-0.704152,-0.098477,-1.548562,-0.24278,0.194531,1.303934,0.090452,0.859887,0.271596,0.240193,-0.052979,K
-2.433614,3.191295,0.664449,0.362547,1.06009,-0.504765,1.201348,0.564049,1.322893,0.608821,0.648814,0.1721,W
1.745957,1.598217,1.212634,0.02136,-0.307742,1.067918,0.441792,-1.378986,-1.364424,0.188791,-1.357753,0.503086,V
-0.211321,1.981015,1.652329,1.071077,-0.167232,1.036008,1.173996,-1.064109,0.325552,0.367268,0.126176,-0.225142,W
-2.769761,-1.924445,0.81654,-0.866853,-0.48795,-0.114628,-0.17859,-0.074765,1.193476,-0.234423,-0.834215,-0.316711,H
-0.310423,-0.116543,-2.921611,-1.47497,-1.045372,-0.274033,-0.189691,0.233219,-0.818994,-0.044884,-0.581242,-0.170137,Z
2.958559,-1.136035,-1.616778,1.385444,0.956587,0.007049,0.572811,0.339995,-0.483624,-0.437049,0.120442,-0.39762,J
2.40129,2.30856,-0.925953,1.781179,-0.02682,0.007336,-0.98477,0.500262,1.105923,-0.182207,-0.000464,-0.429948,F
-2.018524,-0.004933,0.777677,0.351939,-0.315807,-1.13244,-1.374312,0.105344,-0.431841,0.223916,-0.424267,-0.651464,D
1.084033,-0.213166,-1.861844,0.384348,-0.648736,0.542871,-0.089887,0.384265,-0.231201,0.560101,0.516567,-0.165222,S
-2.524729,1.213139,-2.993197,0.542441,0.363919,-0.906118,-0.988601,0.560641,-0.556761,0.272773,0.706153,0.841007,T
-0.87835,-0.367414,1.268035,-0.199269,-0.078034,0.464035,-1.054868,0.451858,-0.120032,-0.36914,-1.328982,-0.125956,O
1.336907,-0.709246,-1.039988,-0.886883,-1.640028,0.126744,-0.167633,0.46531,-0.849671,0.125617,-0.546257,0.031707,Z
-0.183428,-1.182784,0.398347,-1.893001,-1.304329,0.49333,-1.958675,0.676436,0.192695,-0.564406,0.053647,0.087795,B
1.945259,2.056175,-0.214092,0.981427,-0.790834,-0.347179,-0.030338,0.910291,0.085896,0.052893,-0.201244,0.009161,F
-4.57591,-1.859932,1.512876,2.615731,0.166933,-0.36339,2.125648,0.678005,0.404882,-0.001849,-0.448446,-1.084638,M
2.305003,2.326625,-0.135248,0.105271,0.232814,1.132786,0.219722,-1.097223,-0.280789,-0.292669,-2.799852,0.749961,T
-1.485531,-0.296208,0.333716,0.212979,-0.114221,-1.02801,-0.530934,-0.271565,0.547334,-0.083432,0.585987,1.400909,O
2.109117,-0.935683,0.427826,-1.564571,-0.060921,0.490194,1.023733,-0.490759,0.977522,0.195912,0.04655,-0.04615,K
2.501428,-0.350881,-2.138008,-0.110385,-0.529906,0.387408,0.519718,0.551266,0.00024,0.166751,-0.012485,-0.307851,Z
2.149417,4.048928,-1.107908,1.282162,-0.550926,-0.301422,-0.640148,0.560983,0.030345,0.24375,0.161096,-0.102745,T
-2.045777,1.889172,1.786982,0.583095,0.189356,0.770269,0.964435,-1.692188,-0.291493,0.27338,-0.395356,-0.715991,W
1.373485,-2.242853,0.252923,1.088467,0.062955,-2.444498,1.014631,-1.123153,0.535981,-0.619974,0.685431,0.693025,A
2.324401,-0.89898,1.956206,-0.209639,-0.937057,1.372128,0.0679,-0.51135,0.205563,-0.58465,0.33153,0.489713,Q
-4.736694,0.066686,-1.06891,-0.037331,-0.799824,0.693784,-0.679233,0.674254,-0.567448,-2.923851,1.362067,1.003774,Z
-0.938561,1.011837,0.351913,0.947453,-1.757776,0.776807,0.49852,0.030625,-0.837638,-1.543466,0.28899,0.36178,H
-2.837773,0.209646,0.669888,0.372979,-1.297981,-0.716568,1.567808,-0.273057,0.11333,-0.271848,1.264874,-0.479478,R
3.395086,-0.353516,0.032419,0.156162,0.742062,-0.264072,-0.796541,-1.212846,-0.504421,-0.760523,-0.239,0.214515,I
1.816691,-1.279383,0.039478,0.49744,0.097684,0.651064,0.025136,0.235546,1.359203,-0.229788,-0.8615,-0.305002,R
-1.666772,1.118576,1.030912,-0.634096,0.583406,-0.190854,1.035684,-1.124333,-0.847322,0.752669,-0.353122,-0.163701,U
0.776017,0.645672,2.350173,-0.950156,1.332236,-0.159672,-1.233156,0.894209,-1.40228,0.65559,-0.067981,-0.307462,U
-0.575805,-0.088081,-1.276806,-1.684525,1.261499,0.761483,-0.266308,0.934512,0.48469,0.458939,0.451113,1.074935,C
-0.979754,-0.615961,0.690011,-0.34206,0.392209,-0.216722,-0.940546,0.078409,-0.644215,0.202105,-0.194816,0.029914,O
-1.629022,-0.239776,-1.743302,-1.939859,0.312052,0.278131,-0.847539,0.636173,0.07686,-0.556662,0.457576,1.267607,E
-1.849081,-1.789888,-1.397912,1.542139,0.161538,-0.142675,-0.610816,0.591029,-0.124679,0.424672,-0.700741,-0.289338,D
-0.081374,1.689851,-0.452076,-0.729089,0.756082,-1.533922,0.618146,0.495255,-0.092009,0.285518,0.467732,-0.016429,U
1.226815,-1.30072,-0.941217,1.847918,-0.295601,0.554194,-0.25242,0.38451,0.697953,0.441922,-0.113085,-0.296344,R
2.068652,-1.135694,-0.101512,-1.019307,-0.684087,0.811854,0.209228,0.065524,0.299378,0.449543,-0.151802,-0.019001,E
-1.470351,0.070295,-0.729554,-1.893652,1.099478,0.8659,-0.259289,0.193016,-0.13798,-0.078904,0.510999,-0.043744,G
-1.524803,-2.06286,-1.169842,0.913463,0.213756,2.227583,-0.226182,-0.65099,0.722971,0.899001,0.059277,-0.755559,B
-0.661052,-1.65863,0.498228,1.676528,0.833695,-0.507542,-0.627722,-1.700476,0.78512,-0.982045,0.22807,0.709846,A
3.391246,2.328798,-0.223984,-0.217652,-0.601001,1.116964,1.142768,-0.633566,-0.279623,0.453524,-0.086082,-0.271173,Y
0.875832,1.581399,0.90841,-0.171049,-1.441509,0.594089,0.955217,-0.973466,-1.338004,-1.355835,0.028365,-0.011129,Y
-1.47882,-1.060855,0.995349,-0.275944,0.50554,-0.396488,-1.293599,-0.049957,-0.720001,-0.18958,0.141989,-0.319361,O
-2.006522,-0.016371,-0.971549,-1.663865,0.796803,1.174,-0.341024,0.324071,-0.589955,0.830659,1.879295,-0.359466,G
-1.5088,-2.612003,-0.177157,1.62956,0.160845,-1.650974,0.44301,-1.321931,0.486042,-0.914214,-0.386812,0.450714,A
2.062046,1.748352,-0.990596,-0.905957,0.723704,0.481282,0.466638,1.062335,-0.036862,0.108873,0.91419,-0.135656,C
-1.247034,0.94399,0.830741,1.142667,-1.894859,-0.428827,0.418799,0.171864,-0.392818,-1.747408,1.056433,-0.096685,H
-2.867922,0.287666,0.5938,0.16699,-1.460147,-0.216676,1.131764,-0.418806,-0.590256,-1.221229,0.730048,-0.499117,R
-0.294113,-0.413328,-0.044588,0.668886,-0.090461,-1.000361,0.247677,0.596429,-0.656704,-0.170361,-0.404544,0.183226,J
-0.062354,-0.756291,3.777006,0.460847,1.503504,-0.638925,-0.600225,1.363638,-0.260813,0.314717,-1.101214,0.277537,M
0.264325,2.063352,0.755963,-0.315902,0.674385,1.019988,0.262572,-1.761783,-0.694786,-0.698185,-1.040442,0.134657,V
2.257755,-1.486782,-0.423291,1.040934,-0.318799,0.669124,0.054429,0.216769,1.265668,0.364941,-0.921596,-0.002763,R
0.520629,2.908502,0.388479,-0.691702,-0.015916,1.297788,-0.218896,-1.127684,-1.134607,0.467088,-0.426083,-0.362824,T
-2.740194,-0.995645,0.242533,-0.727521,-1.536086,1.427603,0.243946,0.225619,0.622584,-0.840946,-1.2428,-0.019781,J
1.341643,-0.148869,-1.77839,0.553349,-0.462437,0.470131,-0.000156,0.381507,-0.166384,0.836154,0.525548,-0.170831,S
-3.909167,-1.37832,2.062573,0.065732,0.197004,1.267015,0.77368,-0.684809,0.173357,-0.338217,-0.419684,-0.520832,G
2.456053,-1.173061,-0.582787,1.442216,-0.401915,0.469773,-0.306434,0.272215,0.023724,0.894795,0.214254,-0.44043,D
3.290055,-1.803102,0.821084,-0.477264,-1.022939,0.814434,0.423697,0.316547,0.234535,0.552098,0.398234,0.439254,G
-2.670137,-2.741236,-0.54847,1.085058,-1.023462,-0.291737,-0.542924,0.134525,-0.134415,-1.286461,-1.01872,-0.278187,Z
-1.656298,-0.087949,-0.336282,-1.757147,-0.217761,-1.327839,-2.037501,0.565214,-0.17215,1.256335,-0.329406,-0.294574,D
3.177318,-2.213883,0.400751,1.124326,0.190236,-1.986668,0.760925,-1.382011,0.671785,-0.614308,0.310926,0.197408,A
4.800877,1.808133,0.220444,0.573639,-0.180245,0.904391,0.921619,-0.375794,0.405202,-0.196886,-1.669628,0.673435,T
2.812384,-0.788985,0.687977,-0.611184,-0.500921,0.988303,0.154016,0.101566,0.370854,0.676864,0.589228,0.317955,G
3.811244,-2.155074,-1.485216,-0.139529,0.333795,-0.456025,0.959635,-0.923473,0.860396,0.365339,0.625609,-0.019686,L
-3.383189,-0.65332,1.433118,1.26062,-0.508162,-2.560588,1.133358,1.370255,-1.148398,-0.734984,0.407656,-0.00494,W
4.121275,-0.423791,-0.694416,0.278442,-0.621285,-0.022948,0.835466,-0.832832,-0.087297,-0.194013,-0.368293,-0.334032,I
-4.217498,-0.030743,2.816948,0.701869,-0.963271,-0.199591,1.841903,0.176353,1.245651,0.695123,0.226216,-1.075793,M
0.389317,-3.162261,-1.2353,0.942467,0.376517,2.292526,-0.914661,0.249653,0.332779,0.311634,0.551942,0.586146,Q
1.969017,-1.191666,-0.481782,-1.413541,-2.200929,-0.052959,0.162297,-0.07183,-0.883035,-0.090679,-0.469385,0.554068,S
-3.765703,-1.468338,-1.706367,-1.306893,0.041172,0.217076,-0.29502,-0.07344,0.19655,0.476772,0.886736,1.186952,Q
1.473813,1.877289,1.823405,0.263789,1.018809,0.919178,0.461599,-0.86152,-1.240894,0.394946,-0.67179,0.673169,V
-1.357674,-1.01456,0.908787,-1.41414,-0.566389,0.576969,-2.080743,-0.446847,0.723131,-0.070769,-0.381272,-0.578995,R
-3.164955,0.608042,-0.677413,-0.26802,-0.941744,0.295238,-1.050701,0.641356,-0.602888,-2.657891,0.779179,0.551406,Z
-0.913515,-0.397267,0.483242,-1.398361,-0.28876,0.8812,-0.465746,-0.009534,1.065208,-0.975587,-0.036751,-0.191005,P
-2.469588,3.952635,1.158459,0.307789,1.00546,0.077912,0.953284,-0.492543,1.95486,0.235002,0.64662,0.007046,W
0.412204,0.311187,-3.331114,0.488728,1.588355,0.393376,-0.350741,-0.499092,-0.091838,0.069764,-0.247913,-0.830711,I
1.777821,3.436085,-0.920048,-0.629289,1.1065,-0.917827,-0.681591,0.602425,1.399418,-1.302198,-0.681389,-0.374506,F
-2.760145,0.224269,0.162692,-0.539013,-1.949195,0.098615,-0.146217,0.045136,-0.329522,-1.365878,-0.131289,-0.616723,F
0.290121,-1.198916,-2.951842,1.435188,1.872133,0.355568,-0.842211,-0.119468,-0.650089,0.280108,-0.149705,-0.570374,J
-0.060061,3.524319,0.311457,-0.586882,1.134234,0.46792,-0.79823,-0.402659,0.905066,-0.19605,-0.484808,0.138671,V
-3.467108,0.015327,1.047816,0.087072,-1.609846,-0.582895,1.196772,0.94675,0.033379,-0.11347,0.574835,-0.290771,M
-4.613744,1.838935,2.615371,0.492811,-0.183064,0.733456,0.424863,-0.862376,-2.197293,1.27694,0.833564,1.265054,M
-0.073351,0.046934,0.211179,0.389544,0.576239,-0.743597,-0.481082,0.798721,-0.530027,-0.870366,0.447666,-0.223572,O
3.338845,-0.248396,-1.470066,1.912576,1.154637,0.628873,0.398169,0.843572,0.655249,-0.046595,-0.060852,-0.539178,J
0.767268,-0.49796,-1.674885,-4.162676,0.430969,-0.949881,0.971011,0.346847,-0.282875,-0.565086,0.510905,0.027898,E
-1.748516,-3.698579,0.750697,2.209987,2.366487,-0.947706,1.108902,0.441977,1.619007,0.384957,-1.395806,0.723817,M
-3.840132,1.827466,-0.456061,-1.178774,1.762568,-0.660946,1.195395,0.680374,0.697975,0.108078,-0.075342,0.749834,K
-1.150402,2.411603,-0.480982,0.767413,-0.856909,-0.36505,-1.598555,-0.046811,0.417784,0.165319,-0.011281,-0.809362,P
-1.493872,-2.563576,-0.734028,1.790698,0.523829,-0.492462,-0.515852,-1.537967,-0.40756,-0.335854,0.403191,0.137174,A
2.025355,-0.198407,0.094877,-0.801821,0.199297,0.806695,0.398303,0.159336,0.281203,-0.219899,0.685641,-0.143245,G
-0.18195,1.150441,0.536952,1.339027,-0.484707,0.371865,-0.306181,-0.632372,-1.778189,1.265163,0.325816,0.702916,V
2.208648,-0.536906,-0.635699,-0.00649,-1.610631,-0.481816,0.772397,0.078808,-0.670727,0.471429,-0.457528,0.17596,X
3.85678,-1.947228,0.89658,1.88825,0.267012,-0.72249,0.723935,-1.039071,0.935293,-0.636659,0.912269,0.414617,A
-2.576064,-1.837713,-2.505587,-0.406868,0.152135,0.552397,0.128099,0.91083,0.591156,0.073155,-0.352129,-0.020956,Z
-0.899681,0.095716,0.277905,-1.993639,-1.306751,0.349015,0.302237,0.062077,-1.515041,-0.67851,1.393543,0.221205,S
-4.465352,-1.184524,0.489983,2.425036,-0.100158,0.395046,0.977794,-0.208771,0.695329,2.067018,-0.074502,-0.427688,M
-0.607995,-0.113527,-2.988489,-1.561853,-0.918533,-0.285428,-0.396197,0.055946,-0.934011,-0.227317,-0.660071,-0.216384,Z
-0.344729,-0.533552,3.53761,0.296086,1.799321,-0.739504,-0.855244,1.35712,0.015445,0.034652,-0.977463,0.062299,M
-4.759195,3.278655,1.729479,0.916237,0.633459,0.018636,0.586298,-1.315976,-0.702301,1.999096,0.282338,2.134078,W
-2.049793,2.955327,-2.553421,0.371539,0.277715,-1.331827,0.104119,-0.271119,-0.338283,-0.342199,-0.447734,0.156409,T
1.527962,-0.716448,-1.330611,-3.977076,0.145638,-0.4037,0.882586,0.259583,0.242203,-0.779711,0.495618,-0.132523,E
3.878685,-0.365402,0.209202,0.228631,0.453332,-0.233566,-0.463656,-0.942113,-0.401935,-0.58993,-0.201069,-0.067458,I
-0.213222,0.766616,-0.271285,-0.201795,0.797108,-0.566329,0.924031,0.462569,0.906358,0.074462,-0.653858,0.707676,H
-0.099763,0.952014,0.51727,-1.411157,1.046479,-0.111023,-0.466705,-0.223189,-0.808729,0.564953,-0.595772,-0.360574,U
0.969996,-0.442851,0.43425,0.008413,0.041716,-0.129325,-0.180496,-0.160393,0.104016,-0.016182,0.169659,1.072282,X
2.48985,3.422535,0.794818,0.438574,0.239797,1.041343,0.166667,-0.170561,1.069061,-0.024213,0.373244,0.220249,V
-0.988891,1.896041,1.418665,1.509843,-0.401986,0.158994,0.874917,-0.880569,0.016153,0.90212,0.45768,0.494604,W
1.190621,-1.459685,-1.184999,1.556873,-0.655634,0.610868,-0.136442,0.113706,-0.129478,1.179568,0.11658,-0.414923,D
0.776955,-0.620039,0.020788,0.320541,-0.975836,-0.381443,0.477421,0.333604,0.644392,0.478619,-0.637239,-0.139979,R
1.107898,-0.082971,-1.388226,0.343578,-0.662548,0.557447,-0.014565,0.17843,-0.318074,0.388319,0.355178,0.031238,S
-1.130043,1.063771,-1.975217,0.778892,-0.217571,-0.433602,-0.256292,0.239849,-0.075938,0.336739,0.576536,1.079483,F
-1.812775,0.114677,0.830223,0.993251,-0.999733,-1.86156,1.490687,0.753353,-1.344362,-0.719211,1.026827,0.221905,N
0.051819,-2.895993,-0.987045,1.188404,-0.284712,1.587715,-0.850089,-0.54773,-0.045676,-0.06014,-0.212156,-0.560318,Z
0.694562,-0.614476,-3.29299,-1.954625,-1.305239,0.099696,-0.259679,0.903337,-0.776567,0.658627,-0.418629,-0.471481,Z
2.502368,-0.344467,-0.168214,-0.104488,1.122579,-0.298257,-1.416058,-1.744666,-0.849474,-1.307823,-0.475486,0.075775,I
-3.079021,1.00259,-1.275345,1.154069,-1.044248,1.537959,-1.985278,0.266595,1.367645,-1.172584,0.389892,0.935667,J
1.772319,0.033762,0.997585,0.131649,-0.485186,1.039525,0.466655,0.2256,-0.420463,-1.155499,0.302514,0.058824,Q
-1.346318,3.723028,-0.826799,1.526563,0.010007,-0.569293,-1.957711,0.547678,0.251635,-0.700923,-0.15938,-0.478314,F
2.096148,-3.350469,-1.313782,1.449473,2.577782,0.778586,-0.780894,0.839892,-2.151659,-0.482318,1.22069,-0.541469,J
-0.032859,-1.581946,1.042959,0.710987,-1.488469,-0.156459,-0.760325,0.869102,0.59599,-1.3991,-0.562281,0.653777,R
-0.156226,0.604029,-1.70593,0.080814,-0.165121,-0.486962,-0.190451,0.892058,-0.528303,-0.22151,-0.17691,0.025423,S
1.128493,-0.517431,0.399664,-0.257277,-0.254457,-0.290778,0.025939,0.203657,-0.136187,0.412783,-0.129317,-0.184283,H
-1.51788,-0.91564,1.181881,1.016676,-1.354542,-0.256122,1.219113,0.190777,-0.477049,-0.026157,-0.168284,-0.173353,B
-0.645863,-3.02787,-1.435312,-0.06779,0.373829,1.675332,0.077717,0.575314,0.36529,0.720083,0.772825,0.918154,Q
3.301709,-2.960612,0.154019,2.146411,0.67,-0.664139,0.476379,-0.893079,0.101586,-0.784066,0.588166,0.147361,A
1.986352,3.138669,0.7468,0.016265,0.831933,1.016255,0.120496,-1.332497,0.109545,-0.323212,-0.08755,0.376354,Y
0.886787,0.643023,0.707017,-0.613224,-0.681033,-0.51451,-2.454861,0.511226,0.153953,-0.248203,0.211316,-0.16216,P
2.093524,2.232047,-0.143373,-1.013655,-0.436414,1.228102,0.662809,-1.380482,-1.476045,0.679364,-1.184517,0.082427,T
-0.031,0.631135,1.640771,-0.21831,-0.120769,0.701115,1.370464,-0.822566,-0.446418,0.213943,1.048228,-0.163031,C
0.076726,-0.467287,3.099072,-0.156568,1.60178,-0.640496,-2.74314,0.810424,-0.259421,-0.290286,0.552329,0.39838,H
1.84154,-0.278617,-0.15457,-1.263389,0.573877,0.922689,0.319207,0.531919,0.069394,-0.259597,0.767627,-0.447234,G
