@relation autos_200_RQP_test_data
@attribute x0_lower real
@attribute x0_upper real
@attribute x1_lower real
@attribute x1_upper real
@attribute x2_lower real
@attribute x2_upper real
@attribute x3_lower real
@attribute x3_upper real
@attribute x4_lower real
@attribute x4_upper real
@attribute x5_lower real
@attribute x5_upper real
@attribute x6_lower real
@attribute x6_upper real
@attribute x7_lower real
@attribute x7_upper real
@attribute y_min real
@attribute y_max real
@data
0.09572649238352915,0.3530030677285857,0.23496637816337063,0.5541487914751634,0.0268363856972772,0.7052568403918954,0.27196123564499985,0.8032109663512983,1,1,1,1,1,1,0,0,-0.1300110781068884,0.10044206762842323
0.050863863644695084,0.17299540571400573,0.16575917358578585,0.6011935353653898,0.10515617092268514,0.31842843867673765,0.00965852492265784,0.8568689400542923,0,0,1,1,0,0,1,1,-0.01939994140523943,0.1776198475936066
0.14851611389353814,0.8091631617558533,0.15198765328412034,0.45504914920933826,0.0616187852168828,0.4780499598552229,0.3300108237862259,0.6584726710638437,0,0,0,0,0,0,1,1,0.46863928254705145,0.8824456014511708
0.38267035605271027,0.9643253076223252,0.1455736179552911,0.34663700175537204,0.012606868721071862,0.9961899848661128,0.4241218470291568,0.8271794069358209,1,1,0,0,0,0,0,0,0.3508330467117552,1.027463041994944
0.291689942409625,0.5662796162187751,0.3121778950642008,0.3261617456806334,0.1881130841973604,0.7812003013713049,0.09372626919831129,0.8565306127278187,1,1,0,0,0,0,1,1,0.6422189135478318,0.9735893676559748
0.7464792343078551,0.9950347939218568,0.02247510327557012,0.4998911767490637,0.3026703934092111,0.4416269519724295,0.25023721014549294,0.6341373953012448,1,1,1,1,1,1,1,1,-0.1297476244452232,-0.0421558830443004
0.7530420716055497,0.8373278264144738,0.4664446285272825,0.6253742409875791,0.4845021253285138,0.9770377036206934,0.950667323085926,0.9776450913172214,0,0,1,1,1,1,0,0,-0.06315423602244397,0.08757290871618051
0.4770982174285108,0.6826058323830169,0.6523008849855403,0.9070150870880677,0.07450449913602875,0.9219782609877164,0.40500601461903196,0.6279700553682013,1,1,1,1,1,1,0,0,-0.10209676171167714,0.1963649624357321
0.41430030834262443,0.4348236214435329,0.019615479064578056,0.5526714813096154,0.042836866970291876,0.6129120978827188,0.10257177525182326,0.7739243174895664,0,0,0,0,0,0,1,1,0.47166559985495216,0.9051954436938949
0.6506271411388295,0.84785291274286,0.2669614078207021,0.33166787307266876,0.4632841864583461,0.47000479003131024,0.29732135563077655,0.7224202513894764,0,0,0,0,1,1,1,1,0.5000520707801771,0.5990891107890592
0.16846958778585785,0.6978157335763174,0.2648190946010822,0.4170156025032522,0.010918399025177217,0.8934736275452015,0.5148776350153602,0.9055770588016433,1,1,0,0,1,1,0,0,0.14206254442847388,0.8703841464346491
0.5815653282692953,0.6477948158701706,0.2439467383015329,0.9818376389158682,0.18903812224435934,0.5978242705091109,0.0005486595237663705,0.6104727884869321,0,0,1,1,1,1,0,0,-0.1492625102747422,-0.012904012998381065
0.4423242194946112,0.9373122941056437,0.28431085369572195,0.3685508036914147,0.46714782754104567,0.7562304017324828,0.018739511738929737,0.12349936972651654,1,1,0,0,1,1,1,1,0.4604536403568108,0.7985833307971928
0.45687938333124045,0.6549483507283033,0.004594536308499264,0.3749366878025968,0.53881420269656,0.9836655844173681,0.3059139205939103,0.7283366224358242,0,0,1,1,0,0,0,0,0.7995828093948298,1.1039231367700333
0.8134940690864767,0.9464838066528661,0.49183138176958197,0.9491879684550117,0.30313799792829577,0.8985570583073649,0.10799220872697368,0.8039862651671091,1,1,0,0,1,1,0,0,0.18960741502299494,0.5576649040884663
0.2166425123373088,0.5828792842105965,0.7522445421158426,0.7876002227902549,0.0013672470454478836,0.33703976411542247,0.6893080192207297,0.9531182412348403,1,1,0,0,1,1,0,0,0.1606730846443709,0.47653149680721274
0.028575795508906543,0.4625077523341281,0.43580151482876806,0.848046918284291,0.6500482388808377,0.6655161993201701,0.30148456293641057,0.3285350782953944,0,0,0,0,1,1,0,0,0.841838881676054,1.0189859627087758
0.13145244702324832,0.5078076776119451,0.4010583912377301,0.566764075959617,0.3058958320144618,0.6902911581606335,0.22395009546109312,0.6943478179342484,0,0,1,1,0,0,0,0,0.6334559898550349,1.01216974074417
0.059757169974517854,0.4696770060708646,0.42218402657845244,0.7935467604430565,0.7396888867085608,0.7692864313325227,0.32727942930980336,0.38483322478010873,1,1,0,0,0,0,1,1,0.8281009663429664,1.0025974789070307
0.5462572754173797,0.759117342416698,0.12040706247864164,0.27815282226670524,0.07715079897003163,0.11069276027593355,0.5170285067361604,0.8538961184346046,0,0,0,0,0,0,0,0,0.5854720361446935,0.6902149445037964
0.7538279489822822,0.9967562102710921,0.2409580243758852,0.3670579529155973,0.4699956694897871,0.9700354096955188,0.43239154326221674,0.8603409050293166,0,0,1,1,0,0,0,0,0.6745855816753001,1.0530633651696069
0.146782599475763,0.5377036250654957,0.043125679582569076,0.16123711398163765,0.2343114569734992,0.3547338216574156,0.7061654189917494,0.8858660450089826,1,1,0,0,0,0,1,1,0.7040817401982189,0.8554011632559715
0.02020373795084829,0.5049670394699923,0.08482502521397473,0.6979189294299778,0.263885676286977,0.949482384029267,0.6375103642910537,0.6927822791031615,0,0,0,0,0,0,1,1,0.6380592110199368,1.0614606136171676
0.07159517859929587,0.2691711380330406,0.6592660432353701,0.9794715391594052,0.687911702289325,0.7385210242399015,0.7576802006359235,0.9793103721760549,0,0,1,1,1,1,1,1,0.03719181765319374,0.08585556442715991
0.6596243442517631,0.9605064820681607,0.24177152339746855,0.3087859083111174,0.666976276367366,0.990753874867498,0.30601636677695065,0.3967406784779789,1,1,0,0,1,1,0,0,0.37430363592031746,0.7118529000792817
0.36046542284706706,0.8042064681215623,0.8783019693566693,0.9049690446117318,0.1359909619467552,0.590909618092666,0.4652799711560439,0.8253439457551617,1,1,0,0,1,1,0,0,0.1786341541007217,0.5382292789275716
0.6041750024548233,0.8414580570416397,0.14123462096832984,0.5863755236221955,0.005676663032071816,0.7407355415241759,0.4563365967288403,0.9909880567440091,0,0,1,1,0,0,1,1,-0.06362726669496288,0.4474038777334006
0.022571358156040167,0.57589718662603,0.6307676327746509,0.9289131717048404,0.7423734597708094,0.9845684555391723,0.2764906560066198,0.48503627520935977,0,0,0,0,0,0,0,0,0.7250020681692604,0.8738176079713245
0.2302848416918376,0.40616840054522974,0.34808812445301796,0.4801258957722262,0.31914246829794235,0.3859305603981108,0.10064210426958997,0.7637618746413141,1,1,0,0,0,0,0,0,0.7658217101100311,0.8511341492964526
0.0742401248362271,0.3822408884200621,0.021389339099075255,0.9130871636585364,0.12003043779142553,0.9691798713747205,0.5307394949100877,0.7547541894272726,1,1,1,1,0,0,1,1,0.16215226305025365,0.627204965851478
0.02523110132948181,0.8635932423497383,0.6612041225461314,0.8260160284256517,0.5460452641175519,0.7934805973939778,0.7255630794811393,0.9249908123816125,0,0,0,0,0,0,1,1,0.7735740239213582,0.9756570319727094
0.5677986090257294,0.8967529969871542,0.867530352946867,0.8902059206523101,0.5621856737306302,0.8009873605406015,0.5081842791562514,0.8259633956574449,1,1,1,1,0,0,1,1,0.32387256793491714,0.48785242136838924
0.17319777413192683,0.24770203247088296,0.03671398459759789,0.7090049159938264,0.3354840246378261,0.44597431377333796,0.6575875253985694,0.7895302415533779,0,0,0,0,0,0,1,1,0.7420816086272548,0.8799397897355998
0.2470733490790108,0.5707407278733697,0.054882108393294105,0.7283093429420762,0.5071902531562344,0.5075912135692514,0.26026794092248595,0.8106750580248915,1,1,1,1,0,0,1,1,0.31896708748939495,0.38925736348528583
0.17883503810029522,0.9578599647595891,0.050496029688386734,0.6570337307598697,0.03867132733824585,0.6090515878230103,0.2273281201691647,0.997822480662205,1,1,0,0,1,1,1,1,0.23158876390281447,0.8330932535793507
0.3070147709266413,0.3577551068171557,0.5281874027098428,0.5804507665493401,0.2427590097255733,0.325541335534162,0.8076582082510272,0.9363395544852628,0,0,1,1,1,1,1,1,-0.06265499302517041,-0.03161644651226403
0.5065788334230125,0.7306236577825904,0.7542846648170214,0.9178185702962413,0.4485106804637311,0.536006466209208,0.20480289892386794,0.6408976630985167,0,0,1,1,1,1,0,0,-0.07178263259751416,-0.032047491674548956
0.6386881660039293,0.7845204996904722,0.05813131692336915,0.7476860008581141,0.8254182926665675,0.9037921630016131,0.2713414839073489,0.8314744861110357,1,1,1,1,1,1,1,1,0.031245734317559337,0.0970782976869271
0.5804938157900281,0.7626007629332113,0.002341907845184066,0.9568895159120857,0.18267159804834143,0.9901806205167055,0.24431830692936063,0.3206938757763006,0,0,1,1,0,0,0,0,0.41153525271284974,1.0998681004581514
0.2051672351922753,0.6907657785833569,0.211586212957804,0.7308874204197949,0.12660743815068054,0.21305544397014553,0.15301538835931305,0.8659083322347094,1,1,0,0,1,1,1,1,0.34467705232310797,0.596156067273458
0.12598234248004025,0.24406751533795068,0.5136709445666006,0.5535851462668172,0.19041714149686528,0.848534575457463,0.7336183138817702,0.8443306602532858,0,0,0,0,1,1,1,1,0.5405129939368886,0.854329200669441
0.7710820803510335,0.8213591454267972,0.5503271835991943,0.9496336327684659,0.4623473593672537,0.84772506569177,0.027138673503659172,0.5205466082828023,1,1,1,1,1,1,0,0,-0.010361157181595082,0.1710719302962539
0.28792195676305965,0.43683772433979484,0.05791048736954452,0.5135314195545978,0.5998536561298317,0.9128319290230656,0.3226653226150936,0.4462038803809272,1,1,0,0,0,0,1,1,0.825045535528516,1.0608019659214363
0.5223216915941421,0.5343814202049103,0.5909644923760892,0.8150517568691797,0.20148428995996615,0.5769245844416281,0.08555652775222056,0.51249214772069,1,1,1,1,1,1,1,1,-0.11396059202512066,-0.006671610383067461
0.24786944092891527,0.727988667849478,0.015784890057850443,0.3002773054283041,0.06603497876289399,0.8351693411189838,0.0529676872026853,0.1397606255524544,0,0,1,1,1,1,1,1,-0.11076416758096141,0.1873963762485622
0.48355165217190643,0.6462831419597026,0.663220211933189,0.7087084345240129,0.08154565024334015,0.7407239135828605,0.0038666048568140043,0.36262847883260685,0,0,1,1,1,1,1,1,-0.11275907494156812,0.07305733583531904
0.15104534415838988,0.17425842092178667,0.32944260197789665,0.9902101730383077,0.8334553032624562,0.9648618962724685,0.5251295984594588,0.6747697030553227,1,1,0,0,1,1,0,0,0.7726548844780949,0.9046095691948042
0.06537813219045063,0.9682701571411229,0.660826059353874,0.9633195648115326,0.5170668783060411,0.894903756086551,0.1697470971684215,0.33783722520935133,0,0,1,1,1,1,1,1,-0.020194103222064386,0.13299033563176998
0.49893058341888374,0.7547062782516224,0.5006362280699316,0.6097841592244185,0.7778937344892476,0.9220044835040438,0.19750518961775076,0.2314157898705056,0,0,1,1,0,0,0,0,0.9440812268820042,1.0701420286186059
0.09099919233051768,0.28786418043842543,0.4287986695997994,0.8958957615238884,0.005581677058557832,0.4623692671773888,0.4037104814545368,0.7954301020123294,1,1,1,1,1,1,0,0,-0.12384594663138682,0.07066117725740773
0.4625801002483758,0.7229543522370736,0.26331510160617433,0.8939880558661482,0.05814863345508803,0.7975142421222958,0.21363751751151505,0.7804132412124227,0,0,1,1,1,1,1,1,-0.12375110233364567,0.1309749185896888
0.15384503235203173,0.5544506922735909,0.024735924645435947,0.1649240077152443,0.4689138671836268,0.8060148297281334,0.21453680854069845,0.2912455577349323,1,1,1,1,1,1,0,0,0.004859413223286868,0.1138327674196633
0.2935091593366611,0.7139435251672905,0.019995986772990526,0.1845472342933222,0.4094568084282483,0.618946942694917,0.4715396504101349,0.9988862203150258,1,1,1,1,0,0,0,0,0.4168650496014943,0.5439129973215193
0.2732864900794514,0.9611794505879626,0.0943118078219255,0.6678947215267566,0.36952126998427615,0.6402624707602985,0.2432200082363446,0.5340721874861193,0,0,1,1,1,1,1,1,-0.053016150646839844,0.10803063531614909
0.33909300953635213,0.7846918100597962,0.06666726137411172,0.12208237115874243,0.1740133265628525,0.5483995296190003,0.1582587530648868,0.8417270113354588,0,0,1,1,1,1,1,1,-0.06854990902654623,0.08203918757334039
0.3876694498528299,0.43689053282212853,0.173453731587615,0.2259225704723642,0.22131166854753104,0.46920205782983604,0.11672234454731678,0.3726198682690254,0,0,0,0,0,0,1,1,0.6899450514265968,0.8259462953100958
0.26361148631616826,0.4630355961563808,0.06369304338681692,0.06742571019909782,0.2096831664041795,0.8213607027997165,0.18996905201952563,0.23957447527252884,0,0,0,0,1,1,0,0,0.5533596940962939,0.9595319465531391
0.10133927671690601,0.10664987157441197,0.013725594726711199,0.01698453715963144,0.7374443689267723,0.9612759906683329,0.2629564948951567,0.7883392335605175,0,0,0,0,1,1,1,1,0.8824152614602361,0.9476986813552184
0.043915677839567624,0.5638347135217361,0.09260569690877474,0.8497464121457148,0.23091158225159036,0.8034835278352463,0.5700447527998549,0.8776053086398448,0,0,1,1,0,0,0,0,0.5156554959039952,1.084407141980438
0.2696010896921327,0.6221134259507575,0.12833584477593474,0.8154830041732734,0.18948716843446312,0.5292959205827366,0.11520840046311831,0.2959324839755062,1,1,0,0,1,1,0,0,0.1999706636780354,0.647796737756833
0.04826962042792282,0.5959531372084296,0.3214244467968064,0.7324701538258173,0.1638382666674092,0.8880655608176132,0.1127053752678161,0.4667274249265274,0,0,1,1,0,0,1,1,-0.017323330727591457,0.5168203963108307
0.5195252089595519,0.6304190448698642,0.17828258049961243,0.45568045469518836,0.26065161437739703,0.4103670904963518,0.45134918266894575,0.5697648928190252,1,1,1,1,0,0,0,0,0.3039847323916294,0.42951133493641014
0.15047044611106142,0.9889779423214264,0.008616424743908668,0.5719895990241545,0.417792925955072,0.4327025328980795,0.8916967981124505,0.900314309122756,1,1,0,0,0,0,1,1,0.6199015252123998,0.8911025665902168
0.8304297336144736,0.9788964559896671,0.5807607600776195,0.6056723505349927,0.4588290099640877,0.7396465500866933,0.32704015508625506,0.3986220596784268,1,1,1,1,0,0,0,0,0.4019167090894481,0.5564985516345562
0.11496874721082195,0.3632434073341726,0.5534072210536167,0.8539274528809121,0.44404170952300437,0.603235339391537,0.018662026070436988,0.21238907156740405,0,0,0,0,0,0,0,0,0.7440182711460455,0.832059817888013
0.48741726378568995,0.9527715170217611,0.00843804544060578,0.8492647571857531,0.4513046657321713,0.6681906968833492,0.11611513538553997,0.8809530617087674,0,0,0,0,1,1,0,0,0.5126570135088766,0.8675101803344312
0.3305749693885801,0.7244509222046756,0.5379194985660859,0.9928721832962575,0.03831575691569111,0.4809400043811404,0.5908011624312101,0.7064206836931383,1,1,0,0,0,0,0,0,0.33833332750911094,0.8380268166716358
0.46662839467314265,0.5866980550088047,0.6148485877830262,0.9980540624826246,0.9172363724815774,0.9996270446261905,0.3061459649683066,0.6494646824586227,1,1,0,0,1,1,0,0,0.6137268018647846,0.7533864536466055
0.7839856711319052,0.8959186119790007,0.22407595912780254,0.8785955265391153,0.3951946213815567,0.7481143914595217,0.15466917063780317,0.39826931954562894,0,0,0,0,1,1,1,1,0.3243775917199814,0.6813608867286154
0.18038470694375663,0.3187990733708833,0.05120870643818043,0.40641925516766964,0.29114777268296277,0.43942191350371995,0.7442151701444324,0.7454449864057442,1,1,0,0,0,0,0,0,0.7905318532236332,0.905798972533171
0.01682281405008701,0.7612794591599911,0.44112718922494665,0.7129022995955279,0.13451244797512207,0.5192048688043357,0.17571530761373644,0.5642825812508546,0,0,1,1,1,1,1,1,-0.1066689756386005,0.04513547586839295
0.15281411200571038,0.6085375200662944,0.2510816381255274,0.39801324982614705,0.11934219332072538,0.6827599973620617,0.020548823066973476,0.6653260709222321,0,0,1,1,1,1,1,1,-0.09071759789968747,0.10977816096161797
0.49714847897766035,0.8233750586188955,0.8574375238438438,0.9524782853230269,0.7147774385586548,0.9226794322300266,0.5043248657290771,0.7800959733275608,1,1,1,1,1,1,0,0,0.1061206761288308,0.20557334041169728
0.6515789996369118,0.697659693174068,0.3874608935525331,0.7579156615616417,0.10249321175031612,0.32281125205755523,0.37850991718275595,0.6194816057396156,1,1,1,1,0,0,1,1,0.1488935763907886,0.24116129773817396
0.6287327574329385,0.7931730854810999,0.13346340924471567,0.9362037841945735,0.3693993036474825,0.7788902746355766,0.05827133728333067,0.08417030585211904,1,1,0,0,0,0,0,0,0.5010699476973499,0.88621054130841
0.058014362237354344,0.4157923533470582,0.2813404840308702,0.7520031823042796,0.23606338733858234,0.45816923360460793,0.36018548087613744,0.6137879423239169,0,0,1,1,1,1,0,0,-0.1278424568409215,-0.05504101738409806
0.40804614353301505,0.8155383057120345,0.1292942230412667,0.48518534118837575,0.015193300191717829,0.15832776353528244,0.06427156061744788,0.8703682239772237,0,0,1,1,0,0,1,1,-0.05177989592988075,0.09035124583016474
0.7536811748063637,0.9661239506716672,0.31507739604233886,0.42003456327145083,0.6858429757200476,0.6968751388489222,0.43010952466097974,0.9467285311134754,1,1,0,0,0,0,0,0,0.7391545895988823,0.8126022411842855
0.40941482681059727,0.9411523669452343,0.7270296597017543,0.901885618060761,0.4196016954337972,0.6044975383849157,0.20832776304443246,0.6817025039606892,0,0,0,0,0,0,0,0,0.5725246638096964,0.7702808649191732
0.5054000785750904,0.73404660872988,0.18940340377400755,0.7881394966310081,0.6901350299118022,0.710940216415326,0.3851136288140212,0.5504541908538376,0,0,0,0,0,0,0,0,0.6918694193027539,0.7782165219308443
0.512769552154608,0.9057735276103751,0.3523554294718223,0.7934342957916422,0.07943500454935193,0.46669243191162046,0.38274249494913926,0.8329097673835278,1,1,1,1,0,0,1,1,0.1293116752168063,0.3286646517877726
0.06509636308050537,0.1955052801799958,0.24778303913806454,0.4961274645325435,0.0021184997775994807,0.7346692127356805,0.7342356090605499,0.9437396171313747,0,0,0,0,0,0,0,0,0.7160868767636712,0.8542998326480504
0.7628305756835752,0.9325451418718267,0.32902394238797816,0.6810284127591418,0.40839133706951847,0.49343529959719035,0.47756592258319386,0.5178200606143768,0,0,1,1,0,0,1,1,0.07221732991740348,0.20535712783177174
0.7350508486288706,0.9166899748879836,0.26312198917955354,0.44277968455038785,0.036930945522154146,0.04718075420170831,0.3646226821674945,0.6608561032800967,0,0,1,1,0,0,0,0,0.2549711000682856,0.3488130521176317
0.24790578289018406,0.9128571054305832,0.22038784743705075,0.806521899712726,0.2196586112918535,0.3321322652046508,0.022676677871323436,0.047395414861629126,1,1,1,1,1,1,1,1,-0.14862302476057448,-0.054642314556280824
0.4379817157879039,0.5644454656243453,0.8083044182899213,0.9613329765011693,0.0075619049037563,0.9185861146047827,0.37065449245553483,0.9377044379407672,0,0,1,1,0,0,1,1,-0.10628008341088957,0.36784599612962776
0.6726253118895542,0.7355052855956699,0.07495240080154542,0.11884943525194336,0.6902933116389357,0.7468710781043335,0.23231938152417908,0.2691307955297706,0,0,0,0,1,1,0,0,0.7536476635963822,0.8087542463565116
0.7192478426811967,0.9844558203908711,0.3227444437914465,0.6498820252232467,0.023994849470859392,0.17772511992396456,0.37140036021170586,0.6746178348492325,0,0,1,1,0,0,0,0,0.19264128627830257,0.47508077818627925
0.06515648984577638,0.7535582573339086,0.011588683037519587,0.49854970781057306,0.09189104723107122,0.12966929936914273,0.6087001807429662,0.8306185195799146,0,0,1,1,1,1,0,0,-0.16912159277353872,-0.12834571254747407
0.9299363679777405,0.9824182908088903,0.4392760885518916,0.827665943177213,0.18358260714232322,0.5098728741734979,0.8197320494272687,0.8445049183202412,0,0,0,0,1,1,1,1,0.22153558782053107,0.49004448287722546
0.13706596773474256,0.3988378288452207,0.12371169975800156,0.9382575302669682,0.2787593017155735,0.4201524476043347,0.652051794164963,0.7431373559559165,0,0,0,0,1,1,0,0,0.6409447704900888,0.8920268835150948
0.8008971336365234,0.997242628980101,0.23437051381690444,0.3688451507612208,0.5376012189373274,0.7626452420461324,0.42492154037392116,0.8124057200690911,1,1,1,1,0,0,0,0,0.46499562671721795,0.5752035495517687
0.7892476308460306,0.7990021517614577,0.5952518337521723,0.7784093937950435,0.23458161353389084,0.6102364535643922,0.26749936098286686,0.8791948056723744,1,1,1,1,0,0,0,0,0.2521748986797434,0.502667179809722
0.04590432211045903,0.20503337545466316,0.6271924954107839,0.8433713203407556,0.2662578790396576,0.32941923644750526,0.1080866832151155,0.6845729113240965,0,0,0,0,0,0,0,0,0.7454805570091552,0.8204982290036582
0.7131097693941368,0.7258648672120398,0.4632574644264956,0.8214734153791575,0.1647727250113059,0.7608268737565698,0.05091952977368075,0.6779789333780054,1,1,0,0,0,0,0,0,0.45257875922438817,0.836041951849199
0.11431124189841368,0.6770049716858583,0.24796771502214177,0.5465618044296708,0.24118369438526033,0.39849592585984417,0.05114053003375918,0.08683101162371765,1,1,1,1,0,0,0,0,0.28317250051886833,0.43835785810834527
0.0411796666960329,0.45514766649490246,0.29787247440302256,0.5454092339732654,0.0004473376173258492,0.1399545198602441,0.4395634301695601,0.786349814005654,0,0,0,0,1,1,0,0,0.4409581693821468,0.7910315363173517
0.7539288800080042,0.9544929855962624,0.27099603931847605,0.4816636883714366,0.37768297430505626,0.5497566739174928,0.2961647717910111,0.34019372823059113,1,1,1,1,0,0,1,1,0.23662834244510977,0.35339568187724524
0.12412765786292834,0.7636184805403209,0.3553072113168523,0.8100730100125435,0.20535305585418806,0.8991850584855123,0.15885289660834756,0.9180304266591127,1,1,1,1,0,0,1,1,0.1778030214681383,0.5878238518815664
0.6298919135182283,0.9948502936637549,0.7310603795668743,0.9324981679342761,0.4207711854338677,0.7904568456286549,0.087677989654114,0.2621309184946571,0,0,1,1,0,0,1,1,0.04138562396998324,0.297446820257556
0.39319634149300664,0.6736306957912928,0.38835578474883115,0.6712085545541404,0.7271664166576496,0.7344395011070315,0.6178408399218546,0.9589977524585847,1,1,1,1,1,1,1,1,0.007815950235984304,0.0342804096425432
0.554221389085405,0.9730031622129114,0.04423001853138142,0.6359109806995213,0.2762787704013461,0.7114455026615338,0.3690215013578956,0.7902930617279565,0,0,0,0,0,0,1,1,0.6038514037967178,0.9257107380388245
0.8567827931944445,0.975192994759588,0.4461416901414159,0.7988920069302752,0.5063262306443411,0.9449214310862005,0.21630847661144725,0.4290955589022035,0,0,0,0,0,0,0,0,0.5990133910523403,0.7105205186253227
0.1651556684249168,0.24517583067206128,0.42200828900894083,0.7494863990150249,0.21409158324059407,0.7836619730891552,0.2954585388203652,0.3070889361744631,1,1,1,1,1,1,1,1,-0.11347976703711626,0.05503593562939657
0.4852641418028881,0.65051003359451,0.8671585721926691,0.9998695666288244,0.5559810043854269,0.9999440603878086,0.06885462864038794,0.933481120033787,1,1,0,0,1,1,1,1,0.5970150890888077,0.9016130987543522
0.12802583331436834,0.9284475213813341,0.16724360592950105,0.8683155061957512,0.672452248998027,0.9400606049774564,0.24691777831775807,0.6408544003236559,1,1,0,0,0,0,0,0,0.6481840443320026,1.077168563283041
0.2987476454336947,0.6743530804808268,0.42776514914879626,0.5387261076540977,0.6712870890022895,0.9552162458120925,0.42006004773537076,0.44350842219517195,0,0,1,1,1,1,0,0,-0.01739966363337364,0.07473990508526474
0.28868886423082296,0.4444516356202609,0.03708494168213228,0.1108792675365261,0.15616933786393083,0.5683643610424935,0.6151594793547567,0.8079154571020474,1,1,1,1,1,1,1,1,-0.11728482811772017,0.017906889552415095
0.5433727240696947,0.8905970305274914,0.3653601995783141,0.5945775761932292,0.3214354176772979,0.40016147407105396,0.37341483830924416,0.45643844283429114,1,1,1,1,0,0,1,1,0.21089593118829564,0.2869165188988132
0.31092581607872916,0.5126799321325707,0.6480354424570383,0.7965663481462019,0.5367812506089282,0.909161498804188,0.4329651910566533,0.494335588701313,0,0,0,0,1,1,1,1,0.5455738326872864,0.8034123149893824
0.255746350876072,0.5530725206460357,0.29279765305135497,0.5659753556855379,0.6526992252297581,0.6997441384826498,0.3564714909613935,0.5015472088145607,1,1,1,1,1,1,0,0,0.05596342356562012,0.08754019589526796
